transaction_date,region,transaction_count,total_amount_usd_equivalent,average_transaction_amount,successful_transactions,failed_transactions,unique_users
2022-02-16,APAC,1,2544.29,2544.29,1,0,1
2022-02-16,Europe West,1,564.68,564.68,1,0,1
2022-02-16,Europe Central,1,552.83,552.83,1,0,1
2022-06-12,North America West,1,3820.31,3820.31,1,0,1
2022-06-12,Europe West,1,1057.12,1057.12,0,0,1
2022-06-12,North America East,3,9160.04,3053.3466666666668,2,0,3
2024-04-12,Europe West,1,3448.6,3448.6,1,0,1
2024-04-12,North America East,2,3417.9300000000003,1708.9650000000001,2,0,2
2024-04-12,Europe Central,2,3403.17,1701.585,2,0,2
2024-04-12,APAC,2,2791.1,1395.55,2,0,2
2024-04-12,North America West,2,6094.73,3047.365,1,0,2
2023-05-16,APAC,1,2753.8,2753.8,1,0,1
2023-05-16,North America West,1,4548.06,4548.06,0,1,1
2023-05-16,Europe Central,1,4906.39,4906.39,0,1,1
2024-03-07,North America East,1,1430.35,1430.35,1,0,1
2024-03-07,Europe West,2,1759.54,879.77,1,0,2
2024-03-07,North America West,2,7547.07,3773.535,2,0,2
2024-02-14,North America West,2,4377.2000000000007,2188.6,2,0,2
2024-02-14,Europe West,3,6082.68,2027.5599999999997,2,0,3
2024-02-14,APAC,1,3173.79,3173.79,1,0,1
2024-02-14,North America East,1,1178.38,1178.38,1,0,1
2023-12-12,North America East,1,4688.81,4688.81,1,0,1
2023-12-12,Europe West,1,3736.79,3736.79,1,0,1
2023-12-12,APAC,1,4377.9,4377.9,0,1,1
2024-05-20,North America East,1,1537.8,1537.8,1,0,1
2024-05-20,Europe Central,1,123.25,123.25,1,0,1
2024-05-20,Europe West,1,3491.14,3491.14,1,0,1
2024-05-20,APAC,2,4687.4800000000005,2343.74,2,0,2
2024-05-20,North America West,2,2117.73,1058.865,1,1,2
2024-08-28,Europe West,1,3047.48,3047.48,1,0,1
2024-08-28,North America West,1,1215.94,1215.94,1,0,1
2023-10-27,Europe West,2,5005.67,2502.835,2,0,2
2023-10-27,North America West,1,4059.42,4059.42,1,0,1
2022-01-02,North America West,1,4615.29,4615.29,1,0,1
2022-01-02,Europe West,1,3906.22,3906.22,1,0,1
2022-01-02,APAC,1,1174.33,1174.33,1,0,1
2022-01-02,Europe Central,1,4400.97,4400.97,0,0,1
2023-03-20,North America West,1,1909.04,1909.04,1,0,1
2023-03-20,APAC,1,3708.23,3708.23,1,0,1
2023-03-20,Europe West,2,7340.2800000000007,3670.1400000000003,2,0,2
2024-02-27,APAC,1,2160.56,2160.56,0,0,1
2024-02-27,North America East,1,2665.63,2665.63,1,0,1
2024-11-12,Europe Central,1,4881.35,4881.35,1,0,1
2024-11-12,APAC,1,555.06,555.06,1,0,1
2024-11-12,Europe West,1,4477.7,4477.7,0,0,1
2024-11-12,North America East,2,5555.92,2777.96,2,0,2
2023-06-22,APAC,1,4045.29,4045.29,1,0,1
2023-06-22,North America East,1,1544.79,1544.79,1,0,1
2023-06-22,Europe West,2,2593.45,1296.725,2,0,2
2023-02-27,Europe Central,2,5913.15,2956.575,1,0,2
2024-03-05,APAC,2,4267.55,2133.775,2,0,2
2024-03-05,Europe Central,1,2974.24,2974.24,0,0,1
2024-10-02,North America West,1,3622.38,3622.38,1,0,1
2024-10-02,Europe Central,1,1459.91,1459.91,0,1,1
2022-01-04,Europe Central,1,2637.57,2637.57,1,0,1
2022-01-04,North America West,1,2157.4,2157.4,0,0,1
2024-12-01,Europe Central,1,3893.51,3893.51,0,0,1
2024-12-01,North America East,1,673.82,673.82,1,0,1
2024-12-01,Europe West,1,196.67,196.67,1,0,1
2024-12-01,APAC,2,4956.55,2478.2749999999996,2,0,2
2023-06-23,Europe West,1,2677.33,2677.33,0,0,1
2023-06-23,North America West,2,2306.21,1153.105,2,0,2
2023-06-23,Europe Central,3,2961.04,987.01333333333332,1,2,3
2025-03-04,Europe Central,1,2377.14,2377.14,1,0,1
2025-03-04,North America West,1,3342.05,3342.05,1,0,1
2025-03-04,North America East,2,1400.53,700.265,1,0,2
2025-03-04,APAC,2,5393.84,2696.92,2,0,2
2025-03-04,Europe West,3,10990.04,3663.3466666666668,3,0,3
2023-10-01,APAC,1,3494.13,3494.13,1,0,1
2023-10-01,North America East,1,976.59,976.59,1,0,1
2023-10-01,Europe West,1,3299.76,3299.76,1,0,1
2023-10-01,Europe Central,2,2638.6800000000003,1319.3400000000001,1,1,2
2024-04-30,Europe Central,1,3134.6,3134.6,1,0,1
2024-04-30,APAC,1,135.72,135.72,1,0,1
2024-04-30,North America East,2,5344.08,2672.04,2,0,2
2024-04-30,North America West,3,8537.32,2845.7733333333335,3,0,3
2024-03-01,North America West,1,546.33,546.33,1,0,1
2024-03-01,APAC,1,1873.01,1873.01,1,0,1
2023-10-26,Europe Central,1,2481.29,2481.29,1,0,1
2023-10-26,APAC,1,1020.43,1020.43,1,0,1
2023-10-26,Europe West,1,3390.26,3390.26,0,1,1
2023-10-26,North America East,2,6450.66,3225.33,1,1,2
2023-11-04,Europe West,1,3876.7,3876.7,0,0,1
2023-11-04,North America East,2,7424.23,3712.115,2,0,2
2023-11-04,North America West,2,3305.2200000000003,1652.6100000000001,2,0,2
2022-06-10,Europe West,1,862.86,862.86,1,0,1
2024-06-10,North America East,2,2388.24,1194.12,2,0,2
2024-06-10,Europe West,2,5132.95,2566.475,2,0,2
2022-06-06,Europe West,3,8758.16,2919.3866666666663,3,0,2
2022-06-06,North America East,2,7510.98,3755.49,0,2,2
2024-08-04,North America West,1,2523.36,2523.36,1,0,1
2024-08-04,APAC,1,109.6,109.6,1,0,1
2024-08-04,North America East,2,3666.9700000000003,1833.4850000000001,1,0,2
2024-08-04,Europe Central,2,3658.5099999999998,1829.255,2,0,2
2024-02-17,North America East,1,2014.79,2014.79,1,0,1
2024-02-17,Europe West,1,4858.29,4858.29,0,1,1
2024-10-07,Europe West,1,848.27,848.27,1,0,1
2024-10-07,APAC,1,884.67,884.67,1,0,1
2023-01-26,Europe West,2,8953.2,4476.6,1,1,2
2023-01-26,North America East,1,3228.04,3228.04,1,0,1
2023-01-26,Europe Central,1,3645.9,3645.9,1,0,1
2023-01-26,APAC,1,745.7,745.7,1,0,1
2024-11-13,Europe West,1,4832.06,4832.06,0,1,1
2024-11-13,Europe Central,1,2195.88,2195.88,1,0,1
2024-11-13,North America West,2,3741.7299999999996,1870.8649999999998,2,0,2
2024-04-15,North America West,1,754.23,754.23,0,0,1
2024-04-15,Europe West,1,3295.94,3295.94,0,0,1
2024-04-15,North America East,2,3963.4300000000003,1981.7150000000001,2,0,2
2024-12-05,North America West,1,1980.98,1980.98,0,0,1
2024-12-05,Europe West,1,1297.63,1297.63,1,0,1
2024-12-05,North America East,2,3429.75,1714.875,1,0,2
2024-12-05,Europe Central,3,7582.68,2527.56,3,0,3
2024-10-03,APAC,1,1678.64,1678.64,1,0,1
2024-10-03,Europe Central,3,7683.43,2561.1433333333334,3,0,3
2023-02-10,Europe Central,1,4841.99,4841.99,1,0,1
2023-02-10,North America West,1,2763.01,2763.01,0,1,1
2023-02-10,North America East,2,2347.9399999999996,1173.9699999999998,2,0,2
2023-05-15,Europe Central,1,3241.45,3241.45,1,0,1
2024-05-21,Europe West,1,4912.63,4912.63,1,0,1
2024-05-21,APAC,2,6084.5399999999991,3042.2699999999995,1,0,2
2024-05-21,North America East,2,2325.71,1162.855,1,0,2
2022-02-19,Europe West,1,2623.07,2623.07,0,0,1
2022-02-19,North America West,1,4880.93,4880.93,1,0,1
2022-02-19,APAC,1,406.78,406.78,1,0,1
2022-02-19,North America East,2,2548.79,1274.395,1,0,2
2024-10-21,APAC,1,4305.73,4305.73,1,0,1
2024-10-21,North America West,1,4403.55,4403.55,1,0,1
2024-10-21,Europe Central,2,2888.7,1444.35,1,0,2
2024-10-21,North America East,2,7296.3899999999994,3648.1949999999997,2,0,2
2023-10-20,Europe Central,1,1525.37,1525.37,0,0,1
2023-10-20,APAC,1,3924.4,3924.4,0,0,1
2023-10-20,North America East,1,2776.58,2776.58,1,0,1
2023-10-20,Europe West,1,3607.19,3607.19,1,0,1
2024-12-21,North America East,1,4678.97,4678.97,1,0,1
2024-12-21,APAC,1,4360.01,4360.01,1,0,1
2024-12-21,Europe Central,1,3979.77,3979.77,1,0,1
2023-07-11,Europe Central,4,7865.33,1966.3325,3,0,4
2023-07-11,North America East,2,5571.95,2785.975,2,0,2
2023-07-11,Europe West,2,5397.51,2698.755,1,1,2
2023-08-28,APAC,1,2721.83,2721.83,0,0,1
2023-08-28,North America East,3,11756.75,3918.9166666666665,2,0,3
2023-08-28,North America West,2,7660.4,3830.2,2,0,2
2023-08-28,Europe West,4,13367.19,3341.7974999999997,4,0,4
2024-09-03,APAC,2,601.74,300.87,1,1,2
2024-09-03,Europe West,2,7789.85,3894.925,1,0,2
2024-09-03,Europe Central,1,1243.02,1243.02,1,0,1
2024-09-03,North America East,1,861.33,861.33,1,0,1
2024-01-24,North America East,3,4869.33,1623.11,3,0,3
2024-01-24,APAC,1,2270.38,2270.38,0,0,1
2024-01-24,North America West,2,4117,2058.5,1,1,2
2024-01-24,Europe Central,4,11414.650000000001,2853.6625,2,2,4
2024-06-05,Europe West,1,2624.09,2624.09,0,0,1
2024-06-05,North America East,1,595.22,595.22,1,0,1
2024-06-05,North America West,2,2073.77,1036.885,1,1,2
2023-06-07,Europe West,1,3761.6,3761.6,0,1,1
2023-06-07,North America West,1,2402.11,2402.11,0,0,1
2023-06-07,North America East,1,2426.4,2426.4,0,0,1
2023-06-07,Europe Central,2,4115.95,2057.975,0,0,2
2023-02-16,APAC,2,4323.28,2161.64,2,0,2
2023-02-16,North America East,3,7278.74,2426.2466666666669,3,0,3
2023-02-16,North America West,1,3942.26,3942.26,0,1,1
2022-02-17,Europe Central,1,1052.65,1052.65,1,0,1
2022-02-17,APAC,1,1796.09,1796.09,1,0,1
2025-03-05,North America West,1,3898.52,3898.52,1,0,1
2025-03-05,Europe West,1,107.51,107.51,1,0,1
2025-03-05,North America East,1,4597.93,4597.93,1,0,1
2025-03-05,APAC,2,5268.77,2634.385,1,0,2
2025-03-05,Europe Central,3,11752.009999999998,3917.3366666666666,3,0,3
2023-06-29,Europe West,1,3034.56,3034.56,1,0,1
2023-06-29,Europe Central,1,1959.98,1959.98,0,0,1
2023-07-12,North America East,1,1645.87,1645.87,1,0,1
2023-07-12,North America West,1,3384.38,3384.38,1,0,1
2023-07-12,Europe West,1,1556.41,1556.41,1,0,1
2022-05-22,Europe Central,1,1832.95,1832.95,1,0,1
2022-05-22,Europe West,1,3367.84,3367.84,1,0,1
2022-05-22,APAC,3,8164.24,2721.4133333333334,3,0,3
2022-07-25,North America West,1,4239.91,4239.91,1,0,1
2022-07-25,Europe West,1,1445.14,1445.14,1,0,1
2022-07-25,APAC,2,7670.52,3835.26,2,0,2
2024-09-12,APAC,1,1069.51,1069.51,1,0,1
2024-09-12,Europe West,1,3204.73,3204.73,1,0,1
2024-09-12,North America West,2,4580.2199999999993,2290.1099999999997,2,0,2
2024-09-12,Europe Central,2,6715.07,3357.535,0,1,2
2024-10-06,APAC,1,3797.73,3797.73,1,0,1
2024-10-06,North America East,1,59.95,59.95,1,0,1
2024-10-06,Europe Central,2,4301.76,2150.88,1,1,2
2024-10-06,Europe West,2,5219.35,2609.675,2,0,2
2022-07-17,North America West,1,2603.36,2603.36,1,0,1
2022-07-17,North America East,1,2434.47,2434.47,1,0,1
2022-07-17,Europe Central,3,11281.420000000002,3760.4733333333338,1,0,3
2022-07-17,Europe West,2,2855.17,1427.585,2,0,2
2022-12-02,North America East,2,5203.96,2601.98,2,0,2
2022-12-02,Europe Central,2,5394.16,2697.08,2,0,2
2024-06-08,Europe Central,1,4874.46,4874.46,1,0,1
2024-06-08,Europe West,1,3085.54,3085.54,1,0,1
2024-06-08,APAC,1,792.87,792.87,1,0,1
2022-06-26,Europe Central,2,5887.8600000000006,2943.9300000000003,2,0,2
2022-06-26,APAC,1,1563.68,1563.68,1,0,1
2025-01-30,North America West,2,8558.05,4279.025,1,1,2
2025-01-30,Europe Central,2,6096.42,3048.21,1,0,2
2025-01-30,Europe West,1,4293.2,4293.2,1,0,1
2023-06-04,APAC,1,1733.85,1733.85,1,0,1
2023-06-04,Europe West,1,3150.26,3150.26,1,0,1
2023-10-28,North America West,3,2688.94,896.31333333333339,3,0,3
2023-10-28,Europe Central,2,7044.5399999999991,3522.2699999999995,1,1,2
2024-03-22,North America West,1,2005.53,2005.53,1,0,1
2024-03-22,North America East,1,351.89,351.89,1,0,1
2024-03-22,APAC,1,4970.27,4970.27,1,0,1
2025-01-05,North America East,1,4583.12,4583.12,1,0,1
2025-01-05,APAC,1,2633.51,2633.51,1,0,1
2022-12-05,APAC,1,4242.61,4242.61,0,0,1
2022-12-05,North America East,1,3246.22,3246.22,1,0,1
2022-12-05,Europe West,2,6607.2,3303.6,1,0,2
2022-10-28,Europe West,2,3083.2799999999997,1541.6399999999999,2,0,2
2022-10-28,North America West,2,5510.42,2755.21,2,0,2
2024-10-22,Europe West,1,4905.93,4905.93,1,0,1
2024-10-22,North America West,1,140.49,140.49,1,0,1
2023-01-25,North America East,2,6515.26,3257.63,2,0,2
2023-08-01,Europe Central,1,677.9,677.9,1,0,1
2023-08-01,APAC,1,2448.35,2448.35,1,0,1
2023-08-01,North America East,2,8693.880000000001,4346.9400000000005,0,1,2
2025-02-13,North America East,1,3379.04,3379.04,1,0,1
2025-02-13,Europe West,1,3910.79,3910.79,0,1,1
2025-02-13,North America West,2,1369.3700000000001,684.68500000000006,2,0,2
2022-07-18,North America East,3,6139.9500000000007,2046.6499999999999,2,0,3
2022-07-18,North America West,2,2917.3,1458.65,1,0,2
2022-07-18,APAC,1,2356.18,2356.18,1,0,1
2025-03-29,North America West,1,3072.26,3072.26,0,0,1
2025-03-29,APAC,1,4946.28,4946.28,0,1,1
2025-03-29,Europe Central,4,10655.11,2663.7775,4,0,3
2023-07-10,North America East,1,2063.93,2063.93,1,0,1
2023-07-10,APAC,1,1740.35,1740.35,0,1,1
2022-01-03,Europe Central,1,4560.89,4560.89,1,0,1
2022-01-03,North America East,2,4894.73,2447.365,2,0,2
2024-01-12,APAC,1,3015.56,3015.56,1,0,1
2024-06-06,North America East,1,957.5,957.5,1,0,1
2024-06-06,Europe Central,1,1291.69,1291.69,1,0,1
2024-07-14,APAC,1,4846.16,4846.16,1,0,1
2024-07-14,Europe West,1,1208.58,1208.58,1,0,1
2024-07-14,Europe Central,1,3750.19,3750.19,0,0,1
2024-07-14,North America East,2,4755.58,2377.79,2,0,2
2024-07-14,North America West,2,2828.96,1414.48,2,0,2
2022-03-01,Europe West,2,6520.42,3260.21,2,0,2
2022-03-01,Europe Central,3,4795.5,1598.5,3,0,3
2022-03-01,North America East,1,1733.24,1733.24,1,0,1
2023-01-06,APAC,1,860.42,860.42,1,0,1
2023-01-06,North America West,2,5902.32,2951.16,1,1,2
2025-03-18,Europe West,1,2338.14,2338.14,1,0,1
2025-03-18,North America East,1,475.56,475.56,1,0,1
2025-03-03,North America West,1,2460.25,2460.25,1,0,1
2025-03-03,Europe West,2,4272.54,2136.27,1,0,2
2025-03-03,Europe Central,2,2774.7,1387.35,2,0,2
2022-07-14,Europe West,1,1092.9,1092.9,0,0,1
2022-07-14,North America East,1,1107,1107,1,0,1
2022-07-14,APAC,1,4815.3,4815.3,1,0,1
2024-11-20,North America West,1,867.46,867.46,0,0,1
2022-06-05,Europe West,1,4865.43,4865.43,1,0,1
2022-06-05,Europe Central,1,2532.71,2532.71,1,0,1
2023-11-25,North America West,2,7138.67,3569.335,2,0,2
2023-11-25,APAC,1,270.46,270.46,0,1,1
2024-03-29,North America East,1,2825.69,2825.69,0,0,1
2024-03-29,Europe West,2,1797.32,898.66,1,0,2
2024-03-29,Europe Central,3,3667.17,1222.3899999999999,2,1,3
2024-10-29,APAC,1,1440.71,1440.71,1,0,1
2024-10-29,North America East,1,2848.07,2848.07,0,0,1
2024-10-29,Europe West,2,1381.01,690.50499999999988,2,0,2
2024-10-29,North America West,2,5075.67,2537.835,1,1,2
2025-03-27,APAC,1,106.69,106.69,1,0,1
2025-03-27,North America East,2,8159.67,4079.835,2,0,2
2025-03-27,North America West,2,7144.17,3572.085,2,0,2
2025-03-27,Europe West,4,8891.31,2222.8275,3,1,4
2022-11-13,APAC,1,4465.96,4465.96,0,1,1
2022-11-13,North America East,1,2539.38,2539.38,0,0,1
2022-11-13,North America West,1,994.91,994.91,1,0,1
2024-08-29,North America West,1,3675.36,3675.36,1,0,1
2024-08-29,Europe Central,3,7729.28,2576.4266666666667,2,0,3
2024-08-29,Europe West,3,5749.15,1916.3833333333332,0,2,3
2024-03-08,North America West,1,3272.2,3272.2,0,0,1
2024-03-08,APAC,3,11002.02,3667.34,2,1,3
2024-03-08,Europe West,2,7525.7900000000009,3762.8950000000004,1,1,2
2022-06-01,North America West,1,2203.01,2203.01,1,0,1
2022-06-01,Europe Central,1,75.85,75.85,1,0,1
2022-06-01,North America East,2,3731.33,1865.6650000000002,1,0,2
2023-07-19,APAC,1,2463.87,2463.87,0,0,1
2023-07-19,North America West,1,3738.28,3738.28,1,0,1
2023-07-19,Europe West,1,2576.18,2576.18,1,0,1
2023-07-19,North America East,2,8439.11,4219.555,2,0,2
2025-03-28,North America West,1,4217.18,4217.18,1,0,1
2025-03-28,APAC,1,2395.74,2395.74,1,0,1
2025-03-28,Europe West,1,1782.57,1782.57,1,0,1
2025-03-28,Europe Central,1,2344.92,2344.92,1,0,1
2022-08-06,North America East,1,3024.01,3024.01,1,0,1
2022-08-06,North America West,1,4305.02,4305.02,1,0,1
2022-08-06,Europe Central,1,4077.53,4077.53,0,0,1
2022-08-06,Europe West,1,1781.28,1781.28,0,1,1
2022-07-19,Europe Central,2,5987.4,2993.7,2,0,2
2022-07-19,North America East,1,3157.78,3157.78,1,0,1
2022-07-19,Europe West,1,4170.09,4170.09,1,0,1
2023-08-02,APAC,1,94.27,94.27,0,0,1
2023-08-02,Europe Central,1,2434.33,2434.33,0,0,1
2023-08-02,North America West,1,533.79,533.79,0,0,1
2023-08-02,North America East,2,4654.41,2327.205,2,0,2
2024-08-03,Europe Central,1,3127.23,3127.23,0,1,1
2024-08-03,North America West,2,1084.57,542.285,2,0,2
2024-08-03,Europe West,2,5321.92,2660.96,1,0,2
2022-06-28,North America West,1,2132.57,2132.57,0,1,1
2022-06-28,Europe West,1,3181.58,3181.58,0,1,1
2022-06-28,APAC,2,2933.37,1466.685,0,2,2
2022-06-28,Europe Central,2,7196.26,3598.13,2,0,2
2024-03-06,Europe Central,1,2025.6,2025.6,1,0,1
2024-03-06,APAC,2,3740.3900000000003,1870.1950000000002,2,0,2
2023-08-29,Europe West,2,3695.84,1847.92,1,1,2
2023-08-29,North America West,2,4952.21,2476.1050000000005,1,0,2
2023-08-29,North America East,3,4338.42,1446.14,3,0,3
2023-08-29,Europe Central,1,4619,4619,1,0,1
2023-08-29,APAC,1,4473.2,4473.2,0,1,1
2022-03-07,APAC,1,4513.49,4513.49,0,1,1
2022-03-07,North America East,1,2490.54,2490.54,1,0,1
2022-03-07,Europe West,1,321.68,321.68,1,0,1
2023-11-02,Europe West,2,3134.07,1567.035,2,0,2
2024-10-28,North America West,1,451.39,451.39,0,0,1
2024-10-28,North America East,1,3633.33,3633.33,1,0,1
2024-10-28,Europe West,2,3637.86,1818.93,1,0,2
2024-05-22,North America West,1,2648.06,2648.06,1,0,1
2024-05-22,APAC,2,6261.54,3130.77,1,0,2
2024-05-22,Europe West,3,10809.28,3603.0933333333332,3,0,3
2024-05-22,North America East,3,6139.79,2046.5966666666666,2,1,3
2023-04-12,North America East,1,2048.12,2048.12,1,0,1
2023-04-12,Europe West,1,1163.48,1163.48,1,0,1
2023-08-26,North America East,1,181.95,181.95,1,0,1
2023-08-26,North America West,1,3427.83,3427.83,0,0,1
2024-01-25,APAC,2,2361.1800000000003,1180.5900000000001,1,1,2
2024-01-25,Europe Central,3,10203.900000000001,3401.3,2,1,3
2023-06-21,Europe West,1,4788.95,4788.95,1,0,1
2023-06-21,North America East,1,4094.99,4094.99,1,0,1
2023-06-21,Europe Central,1,3007.15,3007.15,1,0,1
2022-02-10,APAC,1,2978.43,2978.43,0,0,1
2022-02-10,Europe West,1,3962.01,3962.01,0,0,1
2022-02-10,North America West,1,9.42,9.42,1,0,1
2022-10-27,Europe Central,2,3514.5299999999997,1757.2649999999999,2,0,2
2022-10-27,North America West,2,6568.7099999999991,3284.3549999999996,2,0,2
2022-10-27,North America East,3,7935.74,2645.2466666666669,2,0,3
2024-08-01,Europe Central,1,1722.4,1722.4,0,1,1
2024-08-01,APAC,1,4510.7,4510.7,1,0,1
2024-04-11,North America East,1,347.06,347.06,0,0,1
2024-04-11,Europe West,1,4682.77,4682.77,0,0,1
2024-04-11,Europe Central,2,3465.41,1732.705,1,1,2
2022-10-26,Europe West,1,452.78,452.78,1,0,1
2022-10-26,North America West,2,8540.2,4270.1,2,0,2
2022-03-25,North America East,1,35.15,35.15,1,0,1
2022-03-25,Europe West,1,4604.92,4604.92,1,0,1
2022-03-25,Europe Central,2,6027.59,3013.795,1,1,2
2023-06-03,North America West,1,3499.46,3499.46,0,0,1
2023-06-03,North America East,1,598.56,598.56,1,0,1
2023-06-03,Europe West,1,2992.83,2992.83,1,0,1
2024-03-24,North America East,1,3120.96,3120.96,1,0,1
2024-03-24,Europe Central,1,2481.91,2481.91,1,0,1
2024-03-24,North America West,1,3252.99,3252.99,1,0,1
2024-04-13,North America West,3,9992.68,3330.8933333333334,2,0,3
2024-04-13,North America East,2,3005.8300000000004,1502.9150000000002,2,0,2
2023-12-27,Europe Central,1,1756.67,1756.67,0,1,1
2023-12-27,North America East,1,3587.47,3587.47,1,0,1
2023-10-21,APAC,1,2549.15,2549.15,1,0,1
2023-10-21,North America West,1,3278.11,3278.11,1,0,1
2023-10-21,North America East,3,8179.15,2726.3833333333332,1,0,3
2023-10-21,Europe West,3,5359.6900000000005,1786.5633333333335,3,0,3
2024-01-30,Europe West,1,565.54,565.54,1,0,1
2024-12-11,APAC,1,1235.65,1235.65,0,1,1
2024-12-11,North America East,2,2911.79,1455.895,2,0,2
2022-12-07,Europe Central,2,3962.67,1981.335,1,0,2
2022-12-07,Europe West,1,4616.88,4616.88,1,0,1
2022-12-07,North America East,1,1739.87,1739.87,1,0,1
2023-04-10,Europe Central,1,1837.84,1837.84,0,1,1
2023-04-10,North America East,1,2348.34,2348.34,0,0,1
2023-04-10,North America West,1,2658.14,2658.14,1,0,1
2024-07-13,APAC,2,4388.76,2194.38,2,0,2
2024-07-13,Europe West,1,1515.13,1515.13,1,0,1
2024-07-13,Europe Central,1,2876.38,2876.38,1,0,1
2024-10-01,North America West,1,4081.95,4081.95,1,0,1
2024-10-01,Europe Central,1,1218.24,1218.24,1,0,1
2023-09-30,North America East,1,4386.67,4386.67,1,0,1
2023-09-30,North America West,2,6998.27,3499.135,2,0,2
2022-01-23,Europe West,1,1803.25,1803.25,1,0,1
2022-01-23,Europe Central,4,10151.9,2537.975,2,1,4
2024-08-06,North America West,1,2650.55,2650.55,1,0,1
2024-08-06,APAC,1,4339.64,4339.64,1,0,1
2024-08-06,North America East,1,4973.85,4973.85,1,0,1
2024-08-06,Europe Central,1,2566.97,2566.97,1,0,1
2024-08-06,Europe West,1,3321.56,3321.56,0,0,1
2025-03-02,Europe West,1,2896.98,2896.98,1,0,1
2023-03-29,APAC,1,4617.47,4617.47,1,0,1
2023-03-29,North America East,2,256.84000000000003,128.42000000000002,2,0,2
2024-12-12,Europe West,1,4363.27,4363.27,1,0,1
2024-12-12,APAC,1,3879.5,3879.5,1,0,1
2024-12-12,North America East,3,5437.11,1812.37,2,1,3
2024-05-13,North America East,1,2969,2969,1,0,1
2024-05-13,North America West,1,69.29,69.29,1,0,1
2024-01-08,Europe Central,3,5743.16,1914.3866666666665,3,0,3
2024-01-08,APAC,2,3451.59,1725.795,2,0,2
2024-08-27,Europe West,1,4859.09,4859.09,0,1,1
2023-03-28,APAC,1,4232.1,4232.1,0,1,1
2023-03-28,Europe West,1,3980.49,3980.49,1,0,1
2023-03-28,North America West,1,4620.6,4620.6,1,0,1
2023-03-28,North America East,2,7114.07,3557.035,2,0,2
2025-01-28,Europe West,1,3636.93,3636.93,1,0,1
2025-01-28,North America East,1,4968.56,4968.56,1,0,1
2022-11-17,North America East,3,3856.34,1285.4466666666667,3,0,3
2022-11-17,North America West,1,4638.53,4638.53,1,0,1
2022-11-17,Europe West,1,4862.54,4862.54,1,0,1
2024-03-04,North America East,3,4027.15,1342.3833333333334,3,0,3
2024-04-14,APAC,1,3355.22,3355.22,0,1,1
2024-04-14,Europe Central,1,1120.59,1120.59,1,0,1
2024-04-14,Europe West,1,1162.97,1162.97,1,0,1
2024-09-11,Europe West,2,2971.0200000000004,1485.5100000000002,1,1,2
2024-09-11,North America East,1,970.18,970.18,1,0,1
2022-06-03,North America West,1,2439.48,2439.48,1,0,1
2022-06-03,North America East,1,4699.92,4699.92,0,0,1
2022-06-03,APAC,1,3319.01,3319.01,0,1,1
2022-06-03,Europe Central,4,9303.5299999999988,2325.8824999999997,4,0,4
2023-09-15,North America East,1,208.38,208.38,1,0,1
2023-09-15,APAC,1,4682.31,4682.31,1,0,1
2023-09-15,Europe Central,1,1171.29,1171.29,0,0,1
2023-09-23,North America West,1,3031.7,3031.7,1,0,1
2023-09-23,North America East,1,2709.22,2709.22,0,1,1
2023-10-02,North America East,1,3678.96,3678.96,1,0,1
2023-10-02,Europe Central,2,5891.41,2945.705,2,0,2
2024-01-31,Europe West,1,1721.02,1721.02,0,0,1
2024-01-31,APAC,1,2636.36,2636.36,0,1,1
2024-01-31,North America East,1,2481.27,2481.27,0,0,1
2024-01-31,North America West,3,2027.8600000000001,675.95333333333338,3,0,3
2023-12-17,North America West,3,4994.43,1664.8100000000002,2,0,3
2023-12-17,Europe West,1,2552.22,2552.22,0,0,1
2023-03-22,APAC,2,5535.7000000000007,2767.85,2,0,2
2023-03-22,North America East,2,8257.33,4128.665,1,1,2
2025-03-26,Europe Central,1,149.59,149.59,1,0,1
2025-03-26,APAC,1,318.37,318.37,1,0,1
2025-03-26,North America East,1,3297.37,3297.37,1,0,1
2022-06-27,North America West,1,2598.28,2598.28,0,1,1
2022-06-27,APAC,1,287.65,287.65,1,0,1
2022-06-27,Europe West,2,6957.18,3478.59,1,0,2
2022-06-27,Europe Central,3,8942.68,2980.8933333333334,2,0,3
2022-06-27,North America East,3,8952.630000000001,2984.21,2,0,3
2022-03-30,Europe West,1,2320.61,2320.61,0,1,1
2022-03-30,APAC,2,3756.63,1878.315,2,0,2
2025-03-08,North America West,1,4976.51,4976.51,0,0,1
2025-03-08,North America East,1,3084.31,3084.31,0,0,1
2025-03-08,Europe West,2,3947.35,1973.675,1,0,2
2024-09-04,Europe Central,1,3629.83,3629.83,0,1,1
2024-09-04,Europe West,2,7672.34,3836.17,2,0,2
2024-01-21,Europe West,1,2646.54,2646.54,1,0,1
2024-01-21,Europe Central,1,935.14,935.14,1,0,1
2024-01-21,North America East,5,11058.2,2211.64,3,1,5
2024-11-06,North America West,1,4819.4,4819.4,1,0,1
2024-11-06,Europe Central,1,917.54,917.54,1,0,1
2024-11-06,Europe West,1,4940.94,4940.94,1,0,1
2024-11-06,North America East,2,5521.44,2760.72,2,0,2
2024-08-26,Europe West,1,4301.79,4301.79,1,0,1
2024-08-26,Europe Central,1,4172.68,4172.68,1,0,1
2024-08-26,North America West,1,4197.93,4197.93,1,0,1
2024-08-26,APAC,2,1025.3799999999999,512.68999999999994,2,0,2
2022-01-05,North America East,1,4606.52,4606.52,1,0,1
2022-01-05,APAC,1,4325.48,4325.48,1,0,1
