transaction_date,country,transaction_count,total_amount_usd_equivalent,average_transaction_amount,successful_transactions,failed_transactions,unique_users
2022-11-24,USA,1,4794.25,4794.25,1,0,1
2022-11-24,Canada,1,1409.3,1409.3,1,0,1
2022-11-24,Germany,2,5994.5999999999995,2997.3,2,0,2
2022-11-24,Australia,2,6941.0899999999992,3470.5449999999996,2,0,2
2023-08-22,UK,1,31.34,31.34,1,0,1
2023-08-22,Germany,1,2871.18,2871.18,1,0,1
2023-08-22,Australia,1,4356.81,4356.81,1,0,1
2023-08-22,USA,1,3412.5,3412.5,0,0,1
2024-10-19,Germany,1,488.46,488.46,1,0,1
2024-10-19,France,1,4693.65,4693.65,1,0,1
2023-10-23,Australia,1,1606.96,1606.96,1,0,1
2023-10-23,USA,1,3152.41,3152.41,1,0,1
2023-10-23,Germany,1,4523.19,4523.19,1,0,1
2023-12-13,Japan,1,1947.06,1947.06,1,0,1
2023-12-13,USA,1,3522.64,3522.64,1,0,1
2023-12-13,Canada,2,4998.07,2499.035,2,0,2
2023-03-06,Japan,2,9441.7,4720.85,2,0,2
2022-05-08,Japan,1,4438.61,4438.61,0,0,1
2022-05-08,Germany,1,3605.42,3605.42,1,0,1
2022-05-08,France,1,1941.35,1941.35,1,0,1
2022-05-08,Australia,1,3286.37,3286.37,1,0,1
2022-05-08,UK,1,269.79,269.79,1,0,1
2022-04-04,France,1,1026.34,1026.34,1,0,1
2022-02-24,USA,3,9183.17,3061.0566666666664,2,1,3
2022-02-24,France,2,8132.83,4066.415,2,0,2
2022-02-24,Germany,2,5130.59,2565.295,2,0,2
2022-12-24,UK,1,4467.37,4467.37,0,1,1
2022-12-24,Canada,1,4451.87,4451.87,1,0,1
2022-12-24,Australia,1,1025.29,1025.29,1,0,1
2024-11-26,Germany,1,2366.24,2366.24,0,0,1
2024-11-26,Japan,1,924.59,924.59,1,0,1
2024-11-26,France,1,4331.89,4331.89,1,0,1
2024-11-26,UK,2,6274.5,3137.25,2,0,2
2024-10-10,USA,2,8430.54,4215.27,2,0,2
2024-10-10,Japan,2,8399.4600000000009,4199.7300000000005,2,0,2
2024-10-10,France,1,2461.66,2461.66,1,0,1
2024-11-23,Japan,1,2365.1,2365.1,1,0,1
2024-11-23,UK,1,2249.83,2249.83,1,0,1
2024-11-23,USA,4,16575.95,4143.9875,4,0,4
2024-11-23,France,2,2908.34,1454.1699999999998,2,0,2
2022-06-19,Australia,1,1265.19,1265.19,0,1,1
2022-06-19,Germany,1,3990.17,3990.17,0,1,1
2024-09-22,Canada,1,4869.79,4869.79,0,1,1
2024-09-22,USA,3,9432.93,3144.31,2,0,2
2024-09-22,Germany,2,7664,3832,2,0,2
2023-04-11,Australia,1,2405.79,2405.79,1,0,1
2023-04-11,UK,1,1581.95,1581.95,1,0,1
2023-04-11,USA,1,555.93,555.93,1,0,1
2023-04-11,Germany,1,1286.36,1286.36,1,0,1
2023-04-11,Canada,2,8900.35,4450.175,2,0,2
2024-04-23,Canada,1,2236.12,2236.12,0,0,1
2024-04-23,USA,1,800.23,800.23,1,0,1
2024-04-23,Germany,2,3899.23,1949.615,1,0,2
2024-04-23,France,2,4077.92,2038.96,0,0,2
2023-01-22,Canada,1,304.52,304.52,0,0,1
2023-01-22,USA,1,4038.37,4038.37,1,0,1
2023-01-22,Japan,1,1821.01,1821.01,1,0,1
2023-01-22,Germany,2,7681.8700000000008,3840.9350000000004,2,0,2
2024-11-27,Canada,1,4178.68,4178.68,1,0,1
2024-11-27,Germany,1,3242.83,3242.83,0,0,1
2024-11-27,Australia,1,3356.99,3356.99,0,1,1
2024-11-27,USA,2,5048.93,2524.465,2,0,2
2024-11-27,France,2,2385.1800000000003,1192.5900000000001,2,0,2
2024-04-26,USA,2,3827.66,1913.8300000000002,2,0,2
2024-04-26,Japan,2,4120.15,2060.075,0,1,2
2025-02-04,France,1,3271.58,3271.58,1,0,1
2025-02-04,UK,1,4000.43,4000.43,1,0,1
2023-04-08,Japan,1,1601.78,1601.78,0,1,1
2023-04-08,Germany,2,5612.9400000000005,2806.4700000000003,2,0,2
2023-04-08,France,2,5659.22,2829.61,1,0,2
2024-06-23,USA,1,2228.64,2228.64,1,0,1
2024-06-23,France,2,4770.07,2385.035,1,0,2
2024-02-02,USA,1,3748.68,3748.68,1,0,1
2024-02-02,UK,1,1645.15,1645.15,1,0,1
2024-02-02,Japan,1,1044.86,1044.86,1,0,1
2024-02-02,Canada,1,859.09,859.09,0,1,1
2023-08-01,Canada,1,4677.37,4677.37,0,1,1
2023-08-01,USA,1,4016.51,4016.51,0,0,1
2023-08-01,Australia,1,2448.35,2448.35,1,0,1
2023-08-01,France,1,677.9,677.9,1,0,1
2024-12-30,Australia,1,3971.38,3971.38,1,0,1
2024-12-30,Japan,1,2635.41,2635.41,1,0,1
2024-12-30,USA,2,1980.37,990.185,2,0,2
2024-04-21,Canada,1,1059.03,1059.03,1,0,1
2024-04-21,France,1,420.52,420.52,1,0,1
2024-04-21,Germany,1,2460.72,2460.72,1,0,1
2024-04-21,UK,1,1462.99,1462.99,0,0,1
2022-04-06,France,1,4572.89,4572.89,0,0,1
2022-04-06,UK,1,575.08,575.08,0,0,1
2022-04-06,Canada,1,2537.77,2537.77,1,0,1
2024-03-28,France,2,4557.5999999999995,2278.8,1,0,2
2023-10-04,Canada,3,5987.63,1995.8766666666666,2,1,3
2023-10-04,France,1,247.05,247.05,1,0,1
2023-10-04,Germany,1,1075.07,1075.07,1,0,1
2023-10-04,Australia,2,4979.21,2489.605,1,0,2
2024-07-15,France,1,194.01,194.01,1,0,1
2024-07-15,Australia,1,53.02,53.02,1,0,1
2024-07-15,Japan,1,3114.59,3114.59,1,0,1
2024-07-15,Germany,2,1374.83,687.415,2,0,2
2022-09-14,Canada,2,2015.81,1007.905,2,0,2
2022-09-14,UK,2,4070.49,2035.245,2,0,2
2022-10-15,Canada,1,3172.84,3172.84,1,0,1
2022-10-15,Japan,1,1406.1,1406.1,1,0,1
2022-08-19,France,1,741.53,741.53,0,0,1
2022-08-19,UK,2,2021.09,1010.545,2,0,2
2024-10-13,UK,1,4798.95,4798.95,1,0,1
2025-03-11,Germany,1,519.44,519.44,1,0,1
2025-03-11,Japan,1,4930.48,4930.48,1,0,1
2023-09-28,France,1,1002.98,1002.98,1,0,1
2023-09-28,Japan,1,1699.98,1699.98,1,0,1
2023-09-28,Canada,1,3596.96,3596.96,1,0,1
2023-12-15,USA,1,446.98,446.98,1,0,1
2023-12-15,Canada,1,4021.6,4021.6,1,0,1
2024-09-01,Germany,1,3585.77,3585.77,1,0,1
2024-09-01,Canada,1,4556.31,4556.31,1,0,1
2024-09-01,UK,1,3763.87,3763.87,1,0,1
2024-09-01,Japan,1,1847.63,1847.63,0,0,1
2024-09-01,USA,1,2444.71,2444.71,0,1,1
2024-05-17,Japan,1,2971.09,2971.09,1,0,1
2024-05-17,France,1,4730.58,4730.58,1,0,1
2024-05-17,Australia,1,2799.56,2799.56,0,1,1
2022-02-09,USA,1,3511.84,3511.84,1,0,1
2022-02-09,Germany,1,123.57,123.57,1,0,1
2022-02-09,UK,1,1059.14,1059.14,0,0,1
2022-02-09,France,2,5942.56,2971.28,2,0,2
2022-02-09,Japan,3,4539.34,1513.1133333333332,2,0,3
2022-03-14,Japan,1,4052.07,4052.07,1,0,1
2022-03-14,USA,1,382.41,382.41,1,0,1
2022-03-14,Canada,2,5180.23,2590.115,2,0,2
2024-01-08,France,3,5743.16,1914.3866666666665,3,0,3
2024-01-08,Australia,1,1819.86,1819.86,1,0,1
2024-01-08,Japan,1,1631.73,1631.73,1,0,1
2023-11-28,USA,3,8318.2100000000009,2772.7366666666667,3,0,3
2023-11-28,Germany,3,7931.43,2643.81,3,0,3
2024-04-25,Germany,1,405.89,405.89,1,0,1
2024-04-25,Japan,1,3224.54,3224.54,1,0,1
2024-04-25,Australia,1,1149.68,1149.68,1,0,1
2024-04-25,Canada,1,658.93,658.93,0,1,1
2023-06-02,Japan,1,420.64,420.64,0,0,1
2023-06-02,Germany,1,3664.69,3664.69,1,0,1
2023-06-02,France,1,156.45,156.45,1,0,1
2023-06-02,USA,1,3580.91,3580.91,1,0,1
2023-03-26,France,1,4434.09,4434.09,0,0,1
2023-03-26,Japan,1,1304.03,1304.03,1,0,1
2023-03-26,Canada,1,184.89,184.89,1,0,1
2023-03-26,Germany,1,4237.93,4237.93,1,0,1
2023-03-26,USA,1,4404.35,4404.35,0,1,1
2023-06-07,USA,1,2426.4,2426.4,0,0,1
2023-06-07,Japan,1,2402.11,2402.11,0,0,1
2023-06-07,UK,1,3761.6,3761.6,0,1,1
2023-06-07,Germany,2,4115.95,2057.975,0,0,2
2024-09-05,Australia,1,4188.48,4188.48,1,0,1
2025-01-10,Germany,1,1856.52,1856.52,0,1,1
2025-01-10,France,2,8254.33,4127.165,1,1,2
2025-01-10,USA,2,3583.54,1791.77,1,0,2
2025-01-10,Canada,3,5210.87,1736.9566666666667,1,2,3
2023-09-26,Germany,2,3215.08,1607.54,2,0,2
2023-09-26,USA,1,2775.13,2775.13,0,1,1
2023-12-14,France,1,3050.13,3050.13,0,1,1
2023-12-14,USA,1,323.35,323.35,1,0,1
2023-12-14,Germany,2,2741.92,1370.96,1,0,2
2024-09-23,USA,1,2427.52,2427.52,1,0,1
2024-09-23,UK,1,1528.56,1528.56,1,0,1
2024-09-23,France,1,1384.01,1384.01,1,0,1
2024-09-23,Germany,2,3978.85,1989.425,2,0,2
2023-01-06,Japan,1,860.42,860.42,1,0,1
2023-01-06,USA,2,5902.32,2951.16,1,1,2
2023-10-25,Germany,1,3184.81,3184.81,1,0,1
2023-10-25,USA,1,2134.63,2134.63,1,0,1
2023-10-25,France,1,2353.68,2353.68,1,0,1
2023-10-25,Japan,1,2283.83,2283.83,1,0,1
2023-10-25,Canada,2,4970.54,2485.27,2,0,2
2022-11-27,Canada,1,1838.84,1838.84,0,0,1
2022-11-27,Japan,1,4823.55,4823.55,0,1,1
2022-11-27,USA,1,902.89,902.89,1,0,1
2022-11-27,France,2,7223.46,3611.73,1,1,2
2022-05-16,France,1,515.23,515.23,0,1,1
2022-05-16,Australia,1,2398.51,2398.51,1,0,1
2022-05-16,USA,2,9019.71,4509.855,1,1,2
2022-05-10,France,1,3921.24,3921.24,1,0,1
2022-05-10,Japan,1,2516.6,2516.6,1,0,1
2022-05-10,USA,2,2940.3,1470.15,2,0,2
2024-10-17,France,1,1308.17,1308.17,0,0,1
2024-10-17,Germany,1,851.61,851.61,1,0,1
2024-10-17,USA,1,4357.31,4357.31,1,0,1
2024-02-07,Canada,1,1754.74,1754.74,0,1,1
2024-02-07,USA,1,1479.35,1479.35,1,0,1
2024-02-07,Japan,1,2888.72,2888.72,1,0,1
2024-02-07,Germany,2,6721.7999999999993,3360.8999999999996,2,0,2
2022-09-07,UK,1,141.09,141.09,0,1,1
2022-09-07,Japan,1,738.91,738.91,1,0,1
2022-09-07,Canada,1,4566.95,4566.95,1,0,1
2022-09-07,Germany,1,4179.49,4179.49,1,0,1
2022-09-07,USA,2,5002.6,2501.3,1,0,2
2022-01-20,Canada,1,1539.51,1539.51,1,0,1
2022-01-20,USA,1,1637.24,1637.24,1,0,1
2022-01-20,UK,1,4590.28,4590.28,1,0,1
2022-01-20,Germany,1,1487.16,1487.16,1,0,1
2022-04-28,UK,1,3155.85,3155.85,1,0,1
2022-04-28,France,1,3096.03,3096.03,0,0,1
2022-12-30,France,1,1611.06,1611.06,1,0,1
2022-12-30,Germany,1,2807.69,2807.69,1,0,1
2022-12-30,USA,1,1009.42,1009.42,0,0,1
2022-05-01,Canada,1,2024.1,2024.1,1,0,1
2022-05-01,USA,2,5108.5,2554.25,2,0,2
2024-11-25,Australia,1,3097.2,3097.2,1,0,1
2024-11-25,Germany,1,553.04,553.04,1,0,1
2024-11-25,UK,2,2712.4799999999996,1356.2399999999998,1,1,2
2023-06-22,Japan,1,4045.29,4045.29,1,0,1
2023-06-22,Canada,1,1544.79,1544.79,1,0,1
2023-06-22,Germany,2,2593.45,1296.725,2,0,2
2022-09-20,USA,2,8086.27,4043.135,1,0,2
2024-08-10,USA,1,2972.62,2972.62,1,0,1
2024-08-10,Australia,1,4799.95,4799.95,1,0,1
2024-08-10,UK,1,1739.41,1739.41,0,1,1
2024-08-10,Japan,1,1680.03,1680.03,0,1,1
2024-08-10,Canada,2,441.73,220.865,2,0,2
2022-02-06,Japan,2,5094.2099999999991,2547.1049999999996,0,1,2
2022-11-02,Canada,1,4042.99,4042.99,1,0,1
2022-11-02,Japan,2,4673.1,2336.55,2,0,2
2024-02-05,Australia,1,464.35,464.35,1,0,1
2023-02-10,USA,1,2763.01,2763.01,0,1,1
2023-02-10,France,1,4841.99,4841.99,1,0,1
2023-02-10,Canada,2,2347.9399999999996,1173.9699999999998,2,0,2
2025-04-02,Germany,1,3631.44,3631.44,0,1,1
2024-11-21,Germany,1,1444.57,1444.57,0,1,1
2024-11-09,Japan,1,2170.52,2170.52,1,0,1
2024-11-09,Germany,1,282.23,282.23,0,1,1
2022-01-27,Canada,2,1372.6799999999998,686.33999999999992,2,0,2
2022-01-27,Germany,2,6505.9800000000005,3252.9900000000002,1,0,2
2022-01-27,Japan,1,3641.31,3641.31,1,0,1
2022-01-27,France,1,3566.95,3566.95,1,0,1
2022-01-27,Australia,1,4458.3,4458.3,1,0,1
2023-09-02,Canada,1,3077.88,3077.88,0,1,1
2023-09-02,Germany,1,2392.26,2392.26,1,0,1
2023-09-02,Japan,1,2040.93,2040.93,1,0,1
2022-06-25,Canada,2,2281.09,1140.545,1,1,2
2022-06-25,USA,2,7375.19,3687.595,1,1,2
2022-06-25,Australia,1,2223.26,2223.26,1,0,1
2022-06-25,Japan,1,1675.85,1675.85,0,0,1
2022-11-03,Australia,1,2403.95,2403.95,1,0,1
2022-11-03,Germany,1,3241.36,3241.36,0,0,1
2022-11-03,Canada,1,2793.24,2793.24,0,0,1
2025-03-13,Germany,2,6004.29,3002.145,2,0,2
2025-03-13,Japan,1,293.32,293.32,1,0,1
2025-03-13,Canada,3,1580.1100000000001,526.70333333333338,3,0,3
2023-05-15,Germany,1,3241.45,3241.45,1,0,1
2022-01-28,Japan,1,4327.8,4327.8,1,0,1
2022-01-28,Germany,1,935.7,935.7,1,0,1
2022-01-28,Canada,1,3049.46,3049.46,1,0,1
2022-01-28,Australia,2,8069.84,4034.92,2,0,2
2023-05-27,USA,1,1689.74,1689.74,1,0,1
2023-05-27,Australia,1,37.27,37.27,1,0,1
2023-05-27,Canada,1,3337.75,3337.75,0,0,1
2023-05-27,Japan,1,2633.24,2633.24,0,0,1
2023-05-27,Germany,2,298.22,149.11,2,0,2
2024-11-06,France,1,917.54,917.54,1,0,1
2024-11-06,UK,1,4940.94,4940.94,1,0,1
2024-11-06,Japan,1,4819.4,4819.4,1,0,1
2024-11-06,Canada,2,5521.44,2760.72,2,0,2
2024-06-20,Australia,1,4950.06,4950.06,1,0,1
2024-06-20,UK,1,1319.7,1319.7,1,0,1
2024-06-20,Germany,1,2347.95,2347.95,1,0,1
2024-06-20,France,1,836.28,836.28,1,0,1
2024-02-04,USA,1,2251.15,2251.15,1,0,1
2024-02-04,Germany,1,836.68,836.68,0,1,1
2024-02-04,Japan,2,8227.69,4113.845,2,0,2
2024-08-26,Japan,1,867.92,867.92,1,0,1
2024-08-26,UK,1,4301.79,4301.79,1,0,1
2024-08-26,Australia,1,157.46,157.46,1,0,1
2024-08-26,USA,1,4197.93,4197.93,1,0,1
2024-08-26,France,1,4172.68,4172.68,1,0,1
2024-07-03,USA,1,3769.49,3769.49,1,0,1
2024-07-03,Canada,2,5057.3099999999995,2528.6549999999997,2,0,2
2024-07-03,Germany,2,1832.03,916.0150000000001,1,1,2
2024-02-06,UK,1,4570.19,4570.19,0,0,1
2024-02-06,Germany,1,4546.38,4546.38,1,0,1
2024-02-06,France,1,2865.2,2865.2,1,0,1
2024-02-06,Canada,1,3941.72,3941.72,1,0,1
2024-08-17,Canada,1,4746.51,4746.51,1,0,1
2024-08-17,France,1,4794.68,4794.68,1,0,1
2024-08-17,Japan,2,4113.16,2056.58,2,0,2
2024-08-17,USA,2,5087.93,2543.965,0,1,2
2024-05-31,Australia,1,2398.45,2398.45,0,0,1
2024-05-31,Japan,1,2908.9,2908.9,1,0,1
2024-05-31,Germany,1,756.64,756.64,1,0,1
2024-05-31,UK,1,2301.53,2301.53,0,1,1
2024-07-27,Germany,2,5923.84,2961.92,1,1,2
2024-07-27,Japan,1,895.32,895.32,1,0,1
2024-07-27,UK,1,1903.88,1903.88,1,0,1
2023-11-11,Germany,1,3481.92,3481.92,1,0,1
2023-11-11,Japan,1,1917.19,1917.19,1,0,1
2023-11-11,Canada,1,2821.46,2821.46,1,0,1
2024-02-18,UK,1,642.32,642.32,1,0,1
2024-02-18,France,1,3346.11,3346.11,1,0,1
2024-02-18,USA,1,4303.07,4303.07,1,0,1
2024-02-18,Canada,2,2262.04,1131.02,2,0,2
2023-09-07,UK,1,3796.98,3796.98,1,0,1
2023-09-07,Japan,1,3771.26,3771.26,1,0,1
2023-09-07,Australia,1,4691.46,4691.46,1,0,1
2023-09-07,Canada,1,2071.42,2071.42,1,0,1
2023-09-07,Germany,2,4962,2481,0,1,2
2023-05-19,USA,1,1031.05,1031.05,1,0,1
2023-05-19,Germany,1,2360.21,2360.21,1,0,1
2025-03-17,Japan,1,1084.74,1084.74,1,0,1
2025-03-17,France,1,314.8,314.8,1,0,1
2025-03-17,UK,1,1246.72,1246.72,0,0,1
2025-03-17,USA,1,4902.01,4902.01,0,1,1
2022-12-28,Canada,1,2060.83,2060.83,1,0,1
2022-12-28,USA,3,4961.15,1653.7166666666667,3,0,3
2022-08-30,Canada,1,4461.98,4461.98,1,0,1
2023-09-01,Canada,1,4014.08,4014.08,1,0,1
2023-09-01,Australia,1,1144.77,1144.77,1,0,1
2022-01-23,France,3,5696.1100000000006,1898.7033333333334,1,1,3
2022-01-23,Germany,2,6259.04,3129.52,2,0,1
2024-01-23,UK,1,2606.93,2606.93,1,0,1
2024-01-23,USA,3,10014.34,3338.1133333333332,1,1,2
2023-12-01,Australia,1,4968.59,4968.59,1,0,1
2023-12-01,USA,1,1187.26,1187.26,0,0,1
2023-12-01,Germany,1,4712.46,4712.46,0,1,1
2023-12-01,Japan,1,4849.81,4849.81,0,1,1
2023-11-09,France,1,4274.22,4274.22,1,0,1
2023-11-09,Japan,1,1787.93,1787.93,1,0,1
2023-11-09,Australia,1,811.52,811.52,1,0,1
2023-11-09,Germany,2,6906.58,3453.29,2,0,2
2025-04-05,Japan,1,3936.76,3936.76,1,0,1
2025-04-05,USA,3,11780.23,3926.7433333333338,3,0,3
2025-04-05,Germany,2,5480.98,2740.49,1,1,2
2023-08-29,USA,2,3527.71,1763.855,2,0,2
2023-08-29,Japan,2,4952.21,2476.1050000000005,1,0,2
2023-08-29,Canada,1,810.71,810.71,1,0,1
2023-08-29,Germany,1,2977.92,2977.92,0,1,1
2023-08-29,Australia,1,4473.2,4473.2,0,1,1
2023-08-29,UK,1,717.92,717.92,1,0,1
2023-08-29,France,1,4619,4619,1,0,1
2025-01-16,UK,1,4921.84,4921.84,0,1,1
2025-01-16,USA,1,3502.4,3502.4,1,0,1
2025-01-16,Canada,1,2909.93,2909.93,1,0,1
2025-01-16,Japan,2,3883.65,1941.825,2,0,2
2025-01-16,France,2,8806.98,4403.49,2,0,2
2023-05-23,France,1,1177.04,1177.04,1,0,1
2023-05-23,Australia,1,2104.14,2104.14,1,0,1
2023-05-23,Japan,1,409,409,1,0,1
2023-05-23,Canada,1,2018.65,2018.65,1,0,1
2024-06-06,Canada,1,957.5,957.5,1,0,1
2024-06-06,France,1,1291.69,1291.69,1,0,1
2024-04-02,France,1,3335.15,3335.15,1,0,1
2024-04-02,Germany,1,2305.9,2305.9,0,1,1
2024-04-02,Canada,2,2083.73,1041.865,2,0,2
2023-06-23,Germany,1,628.53,628.53,0,1,1
2023-06-23,UK,1,2677.33,2677.33,0,0,1
2023-06-23,France,2,2332.51,1166.255,1,1,2
2023-06-23,USA,2,2306.21,1153.105,2,0,2
2022-09-02,France,1,1790.1,1790.1,1,0,1
2022-09-02,USA,1,3814,3814,1,0,1
2022-09-02,Germany,1,4518.89,4518.89,1,0,1
2022-07-22,France,1,4263.99,4263.99,1,0,1
2022-07-22,UK,1,247.95,247.95,1,0,1
2022-05-18,Germany,1,1384.33,1384.33,0,1,1
2022-05-18,Canada,1,3562.81,3562.81,1,0,1
2022-05-18,France,1,467.86,467.86,1,0,1
2022-05-18,Australia,1,1422.13,1422.13,1,0,1
2022-05-18,USA,2,3386.3999999999996,1693.1999999999998,1,0,2
2022-12-15,France,1,2977.72,2977.72,1,0,1
2022-12-15,UK,1,3110.89,3110.89,1,0,1
2022-12-15,Japan,2,7187.1,3593.55,0,0,2
2022-12-15,Canada,2,4020.3199999999997,2010.1599999999999,1,0,2
2023-05-18,Australia,3,6506.63,2168.876666666667,1,0,3
2023-05-18,USA,1,492.25,492.25,0,0,1
2023-05-18,Canada,1,3261.66,3261.66,1,0,1
2023-05-18,UK,1,2255.71,2255.71,1,0,1
2023-05-18,Japan,2,4074.05,2037.025,2,0,2
2024-11-05,Japan,1,228.12,228.12,0,1,1
2024-11-05,UK,1,4589.19,4589.19,1,0,1
2024-11-05,Germany,1,3501.79,3501.79,1,0,1
2024-11-05,Canada,2,3825.88,1912.94,1,1,2
2024-11-05,USA,3,4257.47,1419.1566666666668,3,0,3
2025-03-12,Germany,2,8426.41,4213.205,1,0,2
2025-03-12,Canada,1,3906.04,3906.04,1,0,1
2025-03-12,Japan,1,2685.61,2685.61,0,1,1
2023-03-05,Germany,1,1761.52,1761.52,1,0,1
2023-03-05,Australia,1,664.76,664.76,1,0,1
2023-03-05,USA,2,1550.23,775.115,2,0,2
2023-01-27,Germany,2,5604.34,2802.17,2,0,2
2023-01-27,Japan,1,2558.11,2558.11,1,0,1
2023-01-27,UK,1,1764.3,1764.3,0,0,1
2023-01-27,Australia,1,264.29,264.29,0,1,1
2025-02-09,Germany,1,1594.03,1594.03,1,0,1
2025-02-09,USA,1,2530.16,2530.16,1,0,1
2024-06-24,Canada,1,1207.08,1207.08,1,0,1
2024-06-24,Germany,1,1090.87,1090.87,1,0,1
2024-06-24,Japan,1,3820.83,3820.83,0,0,1
2022-09-01,USA,2,3387.7299999999996,1693.865,2,0,2
2022-09-01,Canada,1,1325.88,1325.88,1,0,1
2022-09-01,Australia,1,4031.92,4031.92,1,0,1
2023-12-19,USA,1,3281.64,3281.64,1,0,1
2025-03-16,USA,1,4724.64,4724.64,1,0,1
2025-03-16,Canada,1,1793.24,1793.24,1,0,1
2025-03-16,Germany,1,2166.25,2166.25,1,0,1
2025-03-16,UK,1,477.33,477.33,1,0,1
2024-10-30,UK,1,4996.77,4996.77,1,0,1
2024-10-30,France,1,3314.39,3314.39,1,0,1
2024-10-30,USA,2,3985.01,1992.505,2,0,2
2024-10-30,Japan,2,6904.73,3452.365,2,0,2
2024-04-22,France,1,3295.88,3295.88,1,0,1
2024-04-22,USA,1,3199.68,3199.68,1,0,1
2024-04-22,Canada,1,4433.15,4433.15,0,1,1
2023-04-15,France,1,2415.04,2415.04,1,0,1
2023-04-15,UK,1,2543.07,2543.07,0,0,1
2025-03-05,Canada,1,4597.93,4597.93,1,0,1
2025-03-05,Germany,1,107.51,107.51,1,0,1
2025-03-05,Japan,1,3898.52,3898.52,1,0,1
2025-03-05,Australia,2,5268.77,2634.385,1,0,2
2025-03-05,France,3,11752.009999999998,3917.3366666666666,3,0,3
2022-12-17,USA,1,1987.98,1987.98,0,1,1
2022-12-17,Japan,1,4348.98,4348.98,1,0,1
2022-12-17,France,1,1344.17,1344.17,1,0,1
2022-12-17,Canada,2,5253.07,2626.535,2,0,2
2023-02-28,France,1,427.65,427.65,1,0,1
2023-02-28,Canada,1,2594.4,2594.4,1,0,1
2023-02-28,UK,2,2725.31,1362.655,1,0,2
2023-02-28,USA,2,3299.18,1649.59,0,0,2
2024-03-17,UK,1,1683.13,1683.13,1,0,1
2024-03-17,USA,1,4621.04,4621.04,1,0,1
2023-01-19,Australia,2,8320.1,4160.05,1,1,2
2023-04-07,France,1,114.14,114.14,0,0,1
2023-04-07,Canada,1,768.2,768.2,1,0,1
2023-04-07,USA,2,2746.85,1373.425,0,1,2
2024-08-14,Canada,1,4143.67,4143.67,0,0,1
2024-08-14,Germany,1,690.73,690.73,1,0,1
2024-08-14,USA,1,928.61,928.61,1,0,1
2024-08-14,France,2,5916.18,2958.09,1,0,2
2024-03-21,Japan,1,1974.44,1974.44,0,0,1
2024-03-21,UK,1,173.14,173.14,1,0,1
2024-03-21,Germany,1,3031.7,3031.7,1,0,1
2023-11-06,Germany,1,4042.48,4042.48,0,0,1
2023-11-06,USA,1,1855.74,1855.74,0,0,1
2023-11-06,Japan,1,476.32,476.32,1,0,1
2024-06-02,Germany,1,3492.65,3492.65,1,0,1
2024-06-02,UK,1,1631.21,1631.21,1,0,1
2024-06-02,Australia,1,395.55,395.55,1,0,1
2024-06-02,USA,1,72.77,72.77,1,0,1
2024-06-02,Canada,2,1961.3000000000002,980.65000000000009,2,0,2
2024-09-02,Germany,1,1504.38,1504.38,1,0,1
2024-09-02,Canada,1,3640.23,3640.23,1,0,1
2024-09-02,France,1,315.82,315.82,1,0,1
2022-05-19,Japan,1,4745.58,4745.58,1,0,1
2022-05-19,USA,3,8443.44,2814.48,2,0,3
2022-05-19,UK,2,5849.61,2924.805,2,0,2
2024-10-31,France,1,1181.34,1181.34,1,0,1
2024-10-31,USA,1,4110.61,4110.61,1,0,1
2024-10-31,Australia,1,848.17,848.17,0,1,1
2023-09-08,Canada,1,3502.11,3502.11,1,0,1
2023-09-08,Japan,1,3383.51,3383.51,1,0,1
2023-09-08,USA,1,3481.65,3481.65,1,0,1
2022-01-11,UK,2,5104.44,2552.22,2,0,2
2022-01-11,USA,3,5055.5,1685.1666666666665,2,0,3
2022-01-11,Canada,1,3544.27,3544.27,1,0,1
2022-01-11,Australia,1,148.54,148.54,1,0,1
2025-04-04,Australia,1,4838.27,4838.27,1,0,1
2025-04-04,Japan,1,4221.19,4221.19,1,0,1
2025-04-04,France,1,4450.33,4450.33,1,0,1
2025-04-04,USA,1,1526.44,1526.44,1,0,1
2025-04-04,UK,2,7918.9500000000007,3959.4750000000004,2,0,2
2024-06-17,Canada,1,4614.58,4614.58,0,0,1
2024-06-17,Japan,1,1003.07,1003.07,1,0,1
2024-06-17,UK,1,2447.52,2447.52,1,0,1
2024-06-17,France,2,5651.6799999999994,2825.84,1,0,2
2024-06-17,Australia,2,2689.96,1344.98,1,0,2
2022-11-07,Japan,1,488.64,488.64,1,0,1
2022-11-07,USA,1,4751.02,4751.02,1,0,1
2022-11-07,Canada,2,3308.47,1654.2350000000001,0,0,2
2022-11-07,France,2,6860.2800000000007,3430.1400000000003,2,0,2
2022-03-21,USA,1,1491.66,1491.66,1,0,1
2022-03-21,France,1,1453.37,1453.37,1,0,1
2022-03-21,UK,1,73.38,73.38,1,0,1
2022-03-21,Japan,1,499.98,499.98,1,0,1
2023-10-31,France,1,3803.64,3803.64,1,0,1
2023-10-31,Canada,2,4461.54,2230.7700000000004,0,1,2
2022-04-23,Germany,2,6446.9,3223.45,2,0,2
2023-06-09,USA,3,725.98,241.99333333333331,2,0,3
2023-06-09,Germany,1,1229.42,1229.42,1,0,1
2023-06-09,UK,1,4538.08,4538.08,0,1,1
2023-06-09,Japan,2,3678,1839,0,2,2
2023-12-16,Canada,2,2357.52,1178.76,2,0,2
2023-12-16,France,1,1469.81,1469.81,1,0,1
2024-12-16,France,1,4807.42,4807.42,1,0,1
2024-12-16,USA,1,1968.74,1968.74,1,0,1
